DateTime,Index_Price,BTC_Volatility_Index_DVOL
2024-09-27 00:00:00,65011.021439,51.39
2024-09-27 12:00:00,65557.011474,51.29
2024-09-28 00:00:00,65807.103565,51.84
2024-09-28 12:00:00,65737.486138,52
2024-09-29 00:00:00,65715.083117,52.47
2024-09-29 12:00:00,65571.863965,52.87
2024-09-30 00:00:00,65807.535108,53.63
2024-09-30 12:00:00,64086.300733,53.89
2024-10-01 00:00:00,63514.232359,54.19
2024-10-01 12:00:00,63923.810454,55.04
2024-10-02 00:00:00,61245.379989,56.33
2024-10-02 12:00:00,61516.286608,56.06
2024-10-03 00:00:00,60703.755912,55.97
2024-10-03 12:00:00,60846.468419,56.98
2024-10-04 00:00:00,60780.3056,57.22
2024-10-04 12:00:00,61347.018062,55.29
2024-10-05 00:00:00,62245.160823,54.85
2024-10-05 12:00:00,62180.373042,55.29
2024-10-06 00:00:00,61898.049916,55.05
2024-10-06 12:00:00,62012.698028,55.67
2024-10-07 00:00:00,62651.206512,56.24
2024-10-07 12:00:00,63300.80592,55.48
2024-10-08 00:00:00,63091.810211,54.36
2024-10-08 12:00:00,62392.638622,54.35
2024-10-09 00:00:00,62209.149536,55.52
2024-10-09 12:00:00,62195.189551,56.09
2024-10-10 00:00:00,60883.484394,55.33
2024-10-10 12:00:00,60952.389203,54.47
2024-10-11 00:00:00,59728.698317,54.66
2024-10-11 12:00:00,60852.027173,55.29
2024-10-12 00:00:00,62819.709494,56.48
2024-10-12 12:00:00,62795.545012,55.97
2024-10-13 00:00:00,63111.165175,56.45
2024-10-13 12:00:00,62784.273039,56.51
2024-10-14 00:00:00,62675.467487,57.05
2024-10-14 12:00:00,64490.985184,57.48
2024-10-15 00:00:00,65951.279539,56.4
2024-10-15 12:00:00,65601.524372,56.43
2024-10-16 00:00:00,66755.634031,57.18
2024-10-16 12:00:00,67332.519509,57.43
2024-10-17 00:00:00,67747.836967,55.91
2024-10-17 12:00:00,67203.161241,56.19
2024-10-18 00:00:00,67079.842808,54.54
2024-10-18 12:00:00,67921.737917,54.44
2024-10-19 00:00:00,68529.126684,54.41
2024-10-19 12:00:00,68328.058499,53.77
2024-10-20 00:00:00,68244.670753,54.59
2024-10-20 12:00:00,68368.30245,54.52
2024-10-21 00:00:00,68754.482882,54.29
2024-10-21 12:00:00,68503.42009,54.3
2024-10-22 00:00:00,67574.512323,54.76
2024-10-22 12:00:00,67245.646138,54.61
2024-10-23 00:00:00,67471.985187,54.53
2024-10-23 12:00:00,66667.458245,55.61
2024-10-24 00:00:00,66261.908334,54.37
2024-10-24 12:00:00,67045.852181,54.39
2024-10-25 00:00:00,68123.538425,54.62
2024-10-25 12:00:00,67655.394162,54.87
2024-10-26 00:00:00,66800.254802,54.82
2024-10-26 12:00:00,67024.601295,54.66
2024-10-27 00:00:00,67063.358486,55.16
2024-10-27 12:00:00,67068.516913,55.38
2024-10-28 00:00:00,67812.828849,55.42
2024-10-28 12:00:00,68317.697365,55.74
2024-10-29 00:00:00,69582.200651,57.13
2024-10-29 12:00:00,71126.486549,57.67
2024-10-30 00:00:00,72609.8612,58.15
2024-10-30 12:00:00,72343.271992,57.48
2024-10-31 00:00:00,72229.176237,58.44
2024-10-31 12:00:00,72306.176901,57.97
2024-11-01 00:00:00,70280.484826,57.92
2024-11-01 12:00:00,69520.797308,58.64
2024-11-02 00:00:00,69259.668113,59.72
2024-11-02 12:00:00,69616.483863,59.98
2024-11-03 00:00:00,69414.391163,59.65
2024-11-03 12:00:00,68416.787375,60.91
2024-11-04 00:00:00,68688.535342,62.02
2024-11-04 12:00:00,68753.961953,61.77
2024-11-05 00:00:00,67638.768021,61.93
2024-11-05 12:00:00,68763.160726,61.74
2024-11-06 00:00:00,69599.703983,55.68
2024-11-06 12:00:00,73958.528014,54.52
2024-11-07 00:00:00,75641.936154,53.78
2024-11-07 12:00:00,74917.187503,53.25
2024-11-08 00:00:00,76254.290806,49.53
2024-11-08 12:00:00,76045.48744,49.75
2024-11-09 00:00:00,76681.837116,49.59
2024-11-09 12:00:00,76560.370283,49.43
2024-11-10 00:00:00,76446.594095,50.25
2024-11-10 12:00:00,79274.468341,51.26
2024-11-11 00:00:00,80163.448304,51.36
2024-11-11 12:00:00,81504.178375,52.36
2024-11-12 00:00:00,87039.294501,58.69
2024-11-12 12:00:00,88432.433959,57.65
2024-11-13 00:00:00,88708.768422,56.09
2024-11-13 12:00:00,87356.355918,56.01
2024-11-14 00:00:00,90511.296451,57.03
2024-11-14 12:00:00,90647.517545,58.92
2024-11-15 00:00:00,88351.672252,58.41
2024-11-15 12:00:00,88569.82309,56.29
2024-11-16 00:00:00,90744.225575,56.05
2024-11-16 12:00:00,91315.563842,56.22
2024-11-17 00:00:00,90961.608768,55.61
2024-11-17 12:00:00,90812.526085,57.09
2024-11-18 00:00:00,89744.775609,57.13
2024-11-18 12:00:00,91553.298907,57.24
2024-11-19 00:00:00,91044.743278,58.25
2024-11-19 12:00:00,91742.775243,57.62
2024-11-20 00:00:00,92795.352677,57.71
2024-11-20 12:00:00,93095.559501,59.46
2024-11-21 00:00:00,94127.123857,60.12
2024-11-21 12:00:00,97404.536917,60.45
2024-11-22 00:00:00,98295.36804,60.47
2024-11-22 12:00:00,98896.539147,60.66
2024-11-23 00:00:00,99149.599147,60.17
2024-11-23 12:00:00,98635.376369,59.87
2024-11-24 00:00:00,97788.875353,59.94
2024-11-24 12:00:00,98120.96602,61.42
2024-11-25 00:00:00,96955.054653,61.19
2024-11-25 12:00:00,98386.010465,60.46
2024-11-26 00:00:00,94494.010054,60.52
2024-11-26 12:00:00,93350.725783,57.73
2024-11-27 00:00:00,91913.219944,59.5
2024-11-27 12:00:00,93390.835866,58.51
2024-11-28 00:00:00,96425.521051,58.98
2024-11-28 12:00:00,95308.625406,57.27
