DateTime,Index_Price,BTC_Volatility_Index_DVOL
2024-07-22 00:00:00,67637.692945,61.61
2024-07-22 12:00:00,67359.912,63.81
2024-07-23 00:00:00,67738.406896,66.68
2024-07-23 12:00:00,66747.584398,63.9
2024-07-24 00:00:00,65880.932176,61.36
2024-07-24 12:00:00,66241.883821,61.14
2024-07-25 00:00:00,65744.782738,59.83
2024-07-25 12:00:00,64193.169131,60.9
2024-07-26 00:00:00,65245.260348,61.11
2024-07-26 12:00:00,67146.520475,59.66
2024-07-27 00:00:00,67789.049869,58.63
2024-07-27 12:00:00,68105.729358,54.92
2024-07-28 00:00:00,68366.516406,52.46
2024-07-28 12:00:00,67515.563292,51.52
2024-07-29 00:00:00,68087.850569,52.65
2024-07-29 12:00:00,69584.954642,51.73
2024-07-30 00:00:00,67258.905077,49.49
2024-07-30 12:00:00,66711.21467,49.98
2024-07-31 00:00:00,66015.920519,49.58
2024-07-31 12:00:00,66221.085075,48.54
2024-08-01 00:00:00,65253.424657,47.65
2024-08-01 12:00:00,64412.067552,47.23
2024-08-02 00:00:00,64198.631001,46.91
2024-08-02 12:00:00,64379.487346,46.97
2024-08-03 00:00:00,62263.579731,48.94
2024-08-03 12:00:00,61676.39866,48.92
2024-08-04 00:00:00,60442.466034,51.23
2024-08-04 12:00:00,60638.558825,53.35
2024-08-05 00:00:00,58755.354331,56.02
2024-08-05 12:00:00,51958.161062,61.17
2024-08-06 00:00:00,54130.446096,59.24
2024-08-06 12:00:00,55391.586779,60.63
2024-08-07 00:00:00,56498.560784,58.44
2024-08-07 12:00:00,57165.75565,58.76
2024-08-08 00:00:00,55084.074379,57.8
2024-08-08 12:00:00,57292.346519,55.56
2024-08-09 00:00:00,60328.079164,54.55
2024-08-09 12:00:00,60836.876353,54.44
2024-08-10 00:00:00,60513.662623,54.33
2024-08-10 12:00:00,60760.452357,54.75
2024-08-11 00:00:00,60993.609627,55.74
2024-08-11 12:00:00,61118.261738,55.76
2024-08-12 00:00:00,59233.464293,56.9
2024-08-12 12:00:00,58681.281362,57.33
2024-08-13 00:00:00,59103.149354,56.68
2024-08-13 12:00:00,59019.659493,56.86
2024-08-14 00:00:00,60745.919135,55.61
2024-08-14 12:00:00,60952.500737,55.3
2024-08-15 00:00:00,58996.299288,54.63
2024-08-15 12:00:00,58306.815905,53.43
2024-08-16 00:00:00,57400.598064,53.63
2024-08-16 12:00:00,58442.482821,53.12
2024-08-17 00:00:00,59273.067606,52.3
2024-08-17 12:00:00,59213.09439,53.1
2024-08-18 00:00:00,59383.12422,53.67
2024-08-18 12:00:00,59741.047269,54.05
2024-08-19 00:00:00,59516.181798,53.89
2024-08-19 12:00:00,58405.562001,53.67
2024-08-20 00:00:00,59112.832007,52.91
2024-08-20 12:00:00,60845.104192,53.77
2024-08-21 00:00:00,59325.650396,53.88
2024-08-21 12:00:00,59466.923749,54.23
2024-08-22 00:00:00,61098.020645,54.56
2024-08-22 12:00:00,60986.358394,53.84
2024-08-23 00:00:00,60434.787013,52.27
2024-08-23 12:00:00,61070.001615,52.48
2024-08-24 00:00:00,63881.365237,53.99
2024-08-24 12:00:00,64215.921157,54.24
2024-08-25 00:00:00,64099.776547,54.3
2024-08-25 12:00:00,63959.372472,53.85
2024-08-26 00:00:00,64337.040953,50.77
2024-08-26 12:00:00,63822.640776,51.28
2024-08-27 00:00:00,63282.508731,49.13
2024-08-27 12:00:00,62710.942345,49.7
2024-08-28 00:00:00,61013.40386,50.98
2024-08-28 12:00:00,59425.097049,52.34
2024-08-29 00:00:00,59153.553269,51.7
2024-08-29 12:00:00,59684.077994,51.92
2024-08-30 00:00:00,59413.994711,51.29
2024-08-30 12:00:00,59406.226332,50.5
2024-08-31 00:00:00,59025.769825,50.14
2024-08-31 12:00:00,59083.963871,50.42
2024-09-01 00:00:00,58967.185962,50.3
2024-09-01 12:00:00,58160.778762,51.28
2024-09-02 00:00:00,58118.785541,53.8
2024-09-02 12:00:00,58044.5519,52.89
2024-09-03 00:00:00,58840.222706,52.57
2024-09-03 12:00:00,58974.942957,52.75
2024-09-04 00:00:00,57954.134277,55.08
2024-09-04 12:00:00,56584.279467,55.68
2024-09-05 00:00:00,57993.00133,55.51
2024-09-05 12:00:00,56917.855285,55.87
2024-09-06 00:00:00,56185.613981,56.63
2024-09-06 12:00:00,55982.171258,56.06
2024-09-07 00:00:00,53578.502053,57.97
2024-09-07 12:00:00,54289.637138,57.91
2024-09-08 00:00:00,54152.090677,57.75
2024-09-08 12:00:00,54485.823921,57.93
2024-09-09 00:00:00,54515.527886,58.01
2024-09-09 12:00:00,55119.572022,58.44
2024-09-10 00:00:00,57048.008435,56.61
2024-09-10 12:00:00,57078.160544,56.69
2024-09-11 00:00:00,57650.631836,54.19
2024-09-11 12:00:00,56565.716603,54.09
2024-09-12 00:00:00,57507.623187,53.81
2024-09-12 12:00:00,58075.804163,53.95
2024-09-13 00:00:00,58174.240509,53.68
2024-09-13 12:00:00,58040.638849,52.4
2024-09-14 00:00:00,60101.382988,51.68
2024-09-14 12:00:00,59982.639075,52.37
2024-09-15 00:00:00,59926.663917,52.42
2024-09-15 12:00:00,60091.571529,52.93
2024-09-16 00:00:00,59637.583854,52.81
2024-09-16 12:00:00,58771.885908,52.87
2024-09-17 00:00:00,57931.94919,53.23
2024-09-17 12:00:00,58820.735441,53.12
2024-09-18 00:00:00,60346.25765,52.83
2024-09-18 12:00:00,60100.800256,51.38
2024-09-19 00:00:00,60482.423546,50.38
2024-09-19 12:00:00,62207.152334,51.39
2024-09-20 00:00:00,63184.646353,50.84
2024-09-20 12:00:00,63534.354433,49.91
2024-09-21 00:00:00,62986.142844,49.99
2024-09-21 12:00:00,63055.720866,50.37
2024-09-22 00:00:00,63216.567578,50.74
2024-09-22 12:00:00,62856.764254,50.05
2024-09-23 00:00:00,63170.383007,50.9
2024-09-23 12:00:00,63541.541294,50.38
2024-09-24 00:00:00,63355.392273,50.06
2024-09-24 12:00:00,63528.085814,50.41
2024-09-25 00:00:00,64127.432449,50.21
2024-09-25 12:00:00,63782.178623,49.52
2024-09-26 00:00:00,63294.843616,49.6
2024-09-26 12:00:00,63919.72998,50.42
